"","web-scraper-order","web-scraper-start-url","handle","name","content","replies","retweets","favorites","unix_timestamp","published_date","url"
"2906","1555290497-18364","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Cox says he fears for the reputation of Britain. Taking just 350 children is a ""modest few"" and we are stopping even this.",NA,"6","5",1.49e+12,2017-02-23 08:25:00,"/lisaocarroll/status/834801482822205442"
"2907","1555290497-18363","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Bizarre comment of HoC debate. Tory Pauline Latham - nobody giving IKEA credit for building structures in Jordan refugee camps",NA,"2","1",1.49e+12,2017-02-23 08:38:00,"/lisaocarroll/status/834804535151431680"
"2908","1555290497-18362","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Tory Pauline Latham: ""We shld stop being so sentimental"" about these migrant children, and do what we can to keep them in t region [M East)",1,"5","3",1.49e+12,2017-02-23 08:40:00,"/lisaocarroll/status/834805206382759936"
"2909","1555290497-18361","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Hello Hannah, I'd be interested if you could contact me re this. lisa.ocarroll@theguardian.com. It is illegal to discriminate",1,NA,"15",1.49e+12,2017-02-23 09:55:00,"/lisaocarroll/status/834823964597899265"
"2910","1555290497-18360","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Irish leader, Enda Kenny, calls for united Ireland provision in Brexit deal. Now that would be ironic. https://www.theguardian.com/politics/2017/feb/23/irish-leader-enda-kenny-calls-for-united-ireland-provision-in-brexit-deal?CMP=share_btn_tw<U+00A0>¡¦",NA,"11","9",1.49e+12,2017-02-23 10:03:00,"/lisaocarroll/status/834825920494104580"
"2911","1555290497-18359","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","The Labour amendment for EU citizens doesn't cover all says Bernard Ryan, who has given evidence to Lords. https://twitter.com/BernardRyan1/status/834874500026097666<U+00A0>¡¦",1,"1","1",1.49e+12,2017-02-23 13:26:00,"/lisaocarroll/status/834877184913330176"
"2912","1555290497-18358","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Did I hear that right?? Isabel Oakeshott on BBC Question Time says Nigel Farage ""deserves to get a knighthood? """,7,"1","4",1.49e+12,2017-02-23 15:23:00,"/lisaocarroll/status/834906680173428736"
"2913","1555290497-18357","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","EX TV anchor Dan Rather - Trump's banning of media ¡°must be seen as a real and present threat to our democracy.¡± https://gu.com/p/626xb/stw",NA,"1","3",1.49e+12,2017-02-26 02:02:00,"/lisaocarroll/status/835792154396078080"
"2914","1555290497-18356","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Fox News's 'Swedish defence advisor' unknown to country's military officials https://www.theguardian.com/world/2017/feb/26/fox-news-nils-bildt-swedish-defence-advisor-unknown-to-countrys-military-officials?CMP=share_btn_tw<U+00A0>¡¦",1,"1","2",1.49e+12,2017-02-26 02:07:00,"/lisaocarroll/status/835793461706121216"
"2915","1555290497-18355","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","This. Now on BBC World. US supreme court justice says she has hope of better days. The women's march - never seen anything like it, she saidhttps://twitter.com/BBCNewsnight/status/835429635718447104<U+00A0>¡¦",1,"18","28",1.49e+12,2017-02-26 03:43:00,"/lisaocarroll/status/835817489699385345"
"2916","1555290497-18354","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Rejection of EU citizens seeking UK residency hits 28% Interested to hear from you. lisa.ocarroll@theguardian.com https://www.theguardian.com/uk-news/2017/feb/27/rejections-eu-citizens-seeking-uk-residency?CMP=share_btn_tw<U+00A0>¡¦",3,"3","2",1.49e+12,2017-02-27 06:20:00,"/lisaocarroll/status/836219579848339458"
"2917","1555290497-18353","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Article 50 day won't be cut-off date for EU migrants  to retain rights if they live in the UK, No 10 suggestshttps://www.theguardian.com/politics/2017/feb/27/article-50-day-wont-be-cut-off-date-for-eu-migrants-no-10-suggests?CMP=share_btn_tw<U+00A0>¡¦",1,"9","6",1.49e+12,2017-02-27 06:51:00,"/lisaocarroll/status/836227321577144320"
"2918","1555290497-18352","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","The real life I, Daniel Blake. The torture of applying for disability benefit. By an angry @Chakrabortty   https://www.theguardian.com/commentisfree/2017/feb/28/not-really-disabled-man-benefits-appeals-process?CMP=share_btn_tw<U+00A0>¡¦",NA,"8","2",1.49e+12,2017-02-28 02:22:00,"/lisaocarroll/status/836522052093870080"
"2919","1555290497-18351","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Nissan wants govt to come up with ""a whole bundle of solutions"" for Brexit, free imports for car parts, an automotive specific trade deal",NA,"6","2",1.49e+12,2017-02-28 02:47:00,"/lisaocarroll/status/836528205267861505"
"2920","1555290497-18350","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Nissan vice president on THAT Brexit letter:""There is no side letter, no verbal assurances, there is no contingent liability in this letter""",1,"11","8",1.49e+12,2017-02-28 02:53:00,"/lisaocarroll/status/836529873791422464"
"2921","1555290497-18349","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Nissan tells select committee even with a 10% tariff on export to EU, still no better place to build the X Trail car in Europe than the UK",1,"8","5",1.49e+12,2017-02-28 03:13:00,"/lisaocarroll/status/836534720485797888"
"2922","1555290497-18348","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","A 10% tariff on Nissan Qashqai exports to Europe would be ""disastrous"", VP tells select committee. ""We would have to absorb some of that""",NA,"2","2",1.49e+12,2017-02-28 03:50:00,"/lisaocarroll/status/836544219552559104"
"2923","1555290497-18347","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Nissan tells sel comm of ""complete disaster"" customs checks would be. Just six minutes delay in Sunderland in a day is ""disaster""",NA,"2","3",1.49e+12,2017-02-28 04:14:00,"/lisaocarroll/status/836550258515722243"
"2924","1555290497-18346","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Nissan use FIVE MILLION parts every day and makes TWO CARS EVERY MINUTE. Any disruption at ports wd be disaster",NA,"8","10",1.49e+12,2017-02-28 04:17:00,"/lisaocarroll/status/836550914567720960"
"2925","1555290497-18345","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Lib Dem leader Tim Farron: promises made to Nissan on Brexit ""weren't worth the paper written on"" after Nissan says no Brexit deal done",1,"61","61",1.49e+12,2017-02-28 04:19:00,"/lisaocarroll/status/836551376981352449"
"2926","1555290497-18344","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Scottish wife and French scientist quit UK after app for residency turned down by Home Office after 25 years herehttps://www.theguardian.com/world/2017/feb/28/scottish-woman-and-french-husband-quit-uk-over-brexit?CMP=share_btn_tw<U+00A0>¡¦",12,"165","46",1.49e+12,2017-02-28 07:08:00,"/lisaocarroll/status/836594045312991234"
"2927","1555290497-18343","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","T May ¡°completely ignoring¡± the plight of the Brits married to EU citizens suffering as a result of the Brexit vote https://gu.com/p/62f6a/stw",11,"11","1",1.49e+12,2017-02-28 07:09:00,"/lisaocarroll/status/836594286074466304"
"2928","1555290497-18342","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Six in 10 doctors considering leaving UK because of Brexit, GMC survey finds, health select committee just been told.",1,"15","6",1.49e+12,2017-02-28 07:49:00,"/lisaocarroll/status/836604274868121604"
"2929","1555290497-18341","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","NEW DATA: Dept of health says ¡Ì500m of ¡Ì650m paid to European health services is on Brit pensioners in Spain, Ireland, France, Cyprus",NA,"4","4",1.49e+12,2017-02-28 07:51:00,"/lisaocarroll/status/836604668319051780"
"2930","1555290497-18340","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","WHAT??????? Former Soviet gymnast Olga Korbut sells Olympic medals after falling into financial difficulthttps://www.theguardian.com/us-news/2017/feb/28/former-soviet-gymnast-olga-korbut-sells-olympic-medals?CMP=share_btn_tw<U+00A0>¡¦",NA,"1","5",1.49e+12,2017-02-28 08:00:00,"/lisaocarroll/status/836607110817398787"
"2931","1555290497-18339","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","FULL STORY: Nissan will spend more than ¡Ì2bn on car parts in the UK, but first needs help from taxpayerhttps://www.theguardian.com/business/2017/feb/28/brexit-taxpayers-support-supply-chain-nissan-sunderland-car-auto?CMP=share_btn_tw<U+00A0>¡¦",1,"6","3",1.49e+12,2017-02-28 09:58:00,"/lisaocarroll/status/836636654597255168"
"2932","1555290497-18338","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","FULL STORY Half of European doctors in UK thinking of leaving because of Brexit, GMC poll shows. https://www.theguardian.com/society/2017/feb/28/gmc-poll-suggests-half-of-european-doctors-are-considering-quitting-uk?CMP=share_btn_tw<U+00A0>¡¦",3,"16","6",1.49e+12,2017-02-28 11:24:00,"/lisaocarroll/status/836658309432135680"
"2933","1555290497-18337","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","House of Lords to discuss and poss vote on article 50 amendment on EU citizens. Labour amendment 9B up first - anytime after 3.30.",NA,"4","2",1.49e+12,2017-03-01 07:07:00,"/lisaocarroll/status/836956175711219713"
"2934","1555290497-18336","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","House of Lords meeting live stream here http://parliamentlive.tv/Event/Index/708e9efa-beac-4dbf-b201-a2d52a057372<U+00A0>¡¦",NA,"2","2",1.49e+12,2017-03-01 07:10:00,"/lisaocarroll/status/836956869742723072"
"2935","1555290497-18335","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Trade department may have broken EU rules specifying in advertisements that contractors must support Brexit.....     https://www.theguardian.com/politics/2017/mar/01/trade-department-may-have-broken-eu-rules-with-pro-brexit-contract-criteria?CMP=share_btn_tw<U+00A0>¡¦",1,"3","2",1.49e+12,2017-03-01 07:21:00,"/lisaocarroll/status/836959618639228928"
"2936","1555290497-18334","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","A reminder: What Vote Leave said to reassure EU citizens pre referendum - essentially ""don't worry"" https://www.theguardian.com/politics/2016/jun/24/what-does-brexit-mean-for-eu-citizens-in-britain-and-brits-in-europe<U+00A0>¡¦",1,"4","2",1.49e+12,2017-03-01 07:34:00,"/lisaocarroll/status/836962859108151297"
"2937","1555290497-18333","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Lords debate: Baroness Hayter was ""disappointed"" to hear A Rudd say Lords vote for EU citz amendment irrelevant as Commons wd overturn it",1,"4","3",1.49e+12,2017-03-01 07:49:00,"/lisaocarroll/status/836966668597411841"
"2938","1555290497-18332","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Viscount Hailsham warns agnst retrofitting law for EU citzs ""Legislation and policies which are retrospective in their op should be avoided""",NA,"1","2",1.49e+12,2017-03-01 07:52:00,"/lisaocarroll/status/836967333121961984"
"2939","1555290497-18331","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Viscount Hailsham on EU citizens amendment: ""The moral high ground is very often the best ground on which to fight a campaign""",NA,"4","6",1.49e+12,2017-03-01 07:54:00,"/lisaocarroll/status/836967913013690368"
"2940","1555290497-18330","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Lord Bragg decries the ""shameful"" treatment of EU citizens. Talks of the ""dazzling contribution"" they/we have made in the arts",NA,"14","16",1.49e+12,2017-03-01 08:11:00,"/lisaocarroll/status/836972178977538048"
"2941","1555290497-18329","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Getting your EU credentials out. Lord Tebbit has a nephew who has lived and worked in German for 20ys and a Danish son-in-law in UK for 30",1,"24","20",1.49e+12,2017-03-01 08:51:00,"/lisaocarroll/status/836982243650326529"
"2942","1555290497-18328","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","""Quite right"" mutters one peer when Lord Tebbit says: why are we so excited about an amendment that looks after foreigners and not the Brits",3,"12","23",1.49e+12,2017-03-01 08:54:00,"/lisaocarroll/status/836982985702404096"
"2943","1555290497-18327","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Amendment 38 also backed by a coalition of 11 groups representing British nationals in EU",1,"16","23",1.49e+12,2017-03-01 09:04:00,"/lisaocarroll/status/836985449046487040"
"2944","1555290497-18326","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","In other news: Katie Hopkins told lawyers to ¡®sling mud¡¯ at Jack Monroe, court told https://www.theguardian.com/uk-news/2017/mar/01/katie-hopkins-should-pay-price-over-libel-trial-strategy-say-lawyers?CMP=share_btn_tw<U+00A0>¡¦",1,"5","4",1.49e+12,2017-03-01 09:17:00,"/lisaocarroll/status/836988859510636547"
"2945","1555290497-18325","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Cross bencher Lord Kerslake supporting amendment 25, one of six proposing to support rights of EU citizens",NA,"3","6",1.49e+12,2017-03-01 09:22:00,"/lisaocarroll/status/836990040827904004"
"2946","1555290497-18324","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","""wholly deplorable"" says Nigel Lawson. ""Only consequence of this amendment can be to stir up fear and concern among the EU citizens""",NA,"3","2",1.49e+12,2017-03-01 09:31:00,"/lisaocarroll/status/836992231844216833"
"2947","1555290497-18323","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Lord Campbell describes Guardian article on British/EU family who have decided to quit UK as ""compelling"" https://www.theguardian.com/world/2017/feb/28/scottish-woman-and-french-husband-quit-uk-over-brexit<U+00A0>¡¦",6,"16","17",1.49e+12,2017-03-01 09:38:00,"/lisaocarroll/status/836993995100336128"
"2948","1555290497-18322","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Campbell also makes point you can't enforce ""retrospective"" law. So can't undo EU treaty rights of EU citizens in UK.",1,"4","3",1.49e+12,2017-03-01 09:40:00,"/lisaocarroll/status/836994532713639937"
"2949","1555290497-18321","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Lord Woolf, former chief justice, voting for EU citz amendment.""a matter of moral principle as well as one that could be a legal principle""",1,"5","2",1.49e+12,2017-03-01 10:09:00,"/lisaocarroll/status/837001901417906188"
"2950","1555290497-18320","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Lord Headley wrong to say need to show private medical insurance is EU law. Europe has launched ""infringement procedure"" against UK  2/2",1,"9","7",1.49e+12,2017-03-01 10:21:00,"/lisaocarroll/status/837004922285600768"
"2951","1555290497-18319","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","2/2 It is the UK ad hoc that has decided comprehensive sickness insurance =private and not the otherwise comprehensive cover of the NHS",NA,"6","3",1.49e+12,2017-03-01 10:22:00,"/lisaocarroll/status/837005096559001604"
"2952","1555290497-18318","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Lord Bridges says EU requires EU citz to have private health insurance. EU infringement procedure here http://europa.eu/rapid/press-release_IP-12-417_EN.htm<U+00A0>¡¦ ¡¦",NA,"12","8",1.49e+12,2017-03-01 10:26:00,"/lisaocarroll/status/837006142496784392"
"2953","1555290497-18317","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Lords vote: 358 ""content"" with amendment on EU citizens. 256 ""not content"".",3,"16","13",1.49e+12,2017-03-01 10:46:00,"/lisaocarroll/status/837011271685967873"
"2954","1555290497-18316","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","BREAKING: Lords challenge government and vote to support an amendment to Article 50 bill guaranteeing rights of EU citizens",1,"74","100",1.49e+12,2017-03-01 10:47:00,"/lisaocarroll/status/837011387645820930"
"2955","1555290497-18315","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Both the3million and coalition of British in Europe supported amendment 38 because it made mention of British in EU. This amendment does not",NA,"4","6",1.49e+12,2017-03-01 11:24:00,"/lisaocarroll/status/837020634458820610"
"2956","1555290497-18314","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Full story: Govt vows to overturn EU citizens vote after Lords defeat as EU citz and Brits in EU welcome Lords move https://www.theguardian.com/politics/2017/mar/01/lords-defeat-government-over-rights-of-eu-citizens-in-uk-brexit-bill?CMP=share_btn_tw<U+00A0>¡¦",1,"3","1",1.49e+12,2017-03-01 13:49:00,"/lisaocarroll/status/837057139151679488"
"2957","1555290497-18313","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Tory Peter Bone on Newsnight blase about EU citizens in UK. His solution? 'oh it will be ok'. come to your MP to help fill out form.",8,"19","28",1.49e+12,2017-03-01 14:54:00,"/lisaocarroll/status/837073547549814784"
"2958","1555290497-18312","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","British nationals in EU have accused the government of misleading parliament. They say govt has not talked to themhttps://www.theguardian.com/politics/2017/mar/03/government-accused-ignoring-britons-expat-rights-europe-brexit?CMP=share_btn_tw<U+00A0>¡¦",9,"36","19",1.49e+12,2017-03-03 04:55:00,"/lisaocarroll/status/837647595723948033"
"2959","1555290497-18311","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Melanie Phillips upsets Irish ambassador w assertion ""Ireland has a tenuous claim to nationhood, having seceded from Britain...only in 1922""https://twitter.com/DanMulhall/status/839051223244369921<U+00A0>¡¦",4,"6","4",1.49e+12,2017-03-07 05:10:00,"/lisaocarroll/status/839100851914485760"
"2960","1555290497-18310","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","House of Lords now voting on amendment to Article 50 bill that Brexit deal must be approved by a 2nd referendum",NA,"8","5",1.49e+12,2017-03-07 05:11:00,"/lisaocarroll/status/839101252017475584"
"2961","1555290497-18309","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","House of Lords attempt to get second referendum on a future Brexit deal defeated 336 votes to 131",2,"12","11",1.49e+12,2017-03-07 05:35:00,"/lisaocarroll/status/839107257707163649"
"2962","1555290497-18308","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","BREAKING: Home Office says it will not deport EU students or stay-at-home mums who failed to get private health carehttps://www.theguardian.com/uk-news/2017/mar/07/uk-tells-eu-students-it-will-not-deport-them-for-lacking-health-insurance?CMP=share_btn_tw<U+00A0>¡¦",4,"36","27",1.49e+12,2017-03-07 08:51:00,"/lisaocarroll/status/839156547905327104"
"2963","1555290497-18307","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","You'll never guess who tweeted something false that he saw on Fox and Friends  - good analysis of a Trump tweethttp://wapo.st/2lSwBqz?tid=ss_tw<U+00A0>¡¦",NA,"10","12",1.49e+12,2017-03-07 23:48:00,"/lisaocarroll/status/839382209219989504"
"2964","1555290497-18306","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","""Recruitment of Spanish and Portuguese nurses completely dried up"" Kevin Green, boss Recruitment and Employment Confed on agency in Wales",4,"16","5",1.49e+12,2017-03-08 01:47:00,"/lisaocarroll/status/839412174435061760"
"2965","1555290497-18305","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Green: Nurses not coming from Spain and Portugal because of ""value of pound, not feeling particularly welcome, lack of clarity"" about future",NA,"5","3",1.49e+12,2017-03-08 01:48:00,"/lisaocarroll/status/839412452416716800"
"2966","1555290497-18304","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","""For the 2.2m EU people working here, when will be able to give them some clarity about their ability to stay and work and earn?""Kevin Green",NA,"4","2",1.49e+12,2017-03-08 01:55:00,"/lisaocarroll/status/839414275819073537"
"2967","1555290497-18303","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","""Death of the Saturday job"". Youngsters in work in 2014 - 18%. In 1997 it was 44%. Dwp sel comm hears its cos focus on doing well at school",NA,"5","2",1.49e+12,2017-03-08 02:00:00,"/lisaocarroll/status/839415533602754562"
"2968","1555290497-18302","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Vinteresting piece by @lisanandy on ""hefting"" of British communities and divide between towns and cities  http://www.huffingtonpost.co.uk/lisa-nandy/lisa-nandy-ippr-speech_b_15216124.html?ncid=engmodushpmg00000004<U+00A0>¡¦",1,"2","4",1.49e+12,2017-03-08 02:20:00,"/lisaocarroll/status/839420590180163584"
"2969","1555290497-18301","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","On international women's day, it's nice of Phil Hammond to remind us all how Treasury can make money from women's bodies with the Tampon Tax",3,"20","22",1.49e+12,2017-03-08 05:17:00,"/lisaocarroll/status/839465196997513216"
"2970","1555290497-18300","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Irish ambassador @DanMulhall brands Melanie Phillips column as ""beyond bizarre"" in letter to Times todaypic.twitter.com/4WPbGilDts",1,"14","15",1.49e+12,2017-03-08 06:33:00,"/lisaocarroll/status/839484146196033536"
"2971","1555290497-18299","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Pret A Manger speaking about Brexit for first time. Tells Lords committee that 65% of its workforce (not incl Brits) are EU staff",1,"3","2",1.49e+12,2017-03-08 07:29:00,"/lisaocarroll/status/839498260226134021"
"2972","1555290497-18298","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2017-09-05&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Wetherspoons boss, Leave campaigner Tim Martin says Britain needs ""some type of reasonably controlled immigration"" to be successful country",10,"8","5",1.49e+12,2017-03-08 07:51:00,"/lisaocarroll/status/839503936340045824"
